99954.0,9.18,43.0
99929.0,9.18,43.0
99844.0,9.18,43.0
99867.0,9.18,43.0
99877.0,9.18,43.0
99885.0,9.18,43.0
99889.0,9.18,43.0
99921.0,9.18,43.0
99969.0,9.18,43.0
99942.0,9.18,43.0
99929.0,9.18,43.0
99951.0,9.18,43.0
99931.0,9.18,43.0
99947.0,9.18,43.0
99945.0,9.18,43.0
99935.0,9.18,43.0
99712.0,9.18,43.0
99774.0,9.18,43.0
99910.0,9.18,43.0
99933.0,9.18,43.0
100023.0,9.18,43.0
99996.0,9.18,43.0
100021.0,9.18,43.0
99994.0,9.18,43.0
100031.0,9.18,43.0
100070.0,9.18,43.0
100167.0,9.18,43.0
100169.0,9.18,43.0
100213.0,9.18,43.0
100250.0,9.18,43.0
100254.0,9.18,43.0
100265.0,9.18,43.0
100323.0,26.2,43.0
100315.0,26.2,43.0
100258.0,26.2,43.0
100200.0,26.2,43.0
100048.0,26.2,43.0
100091.0,26.2,43.0
100138.0,26.2,43.0
100094.0,26.2,43.0
100111.0,26.2,43.0
100030.0,26.2,43.0
99993.0,26.2,43.0
99981.0,26.2,43.0
99953.0,26.2,43.0
99908.0,26.2,43.0
99966.0,26.2,43.0
99953.0,26.2,43.0
99968.0,26.2,43.0
99974.0,26.2,43.0
99995.0,26.2,43.0
100019.0,26.2,43.0
100041.0,26.2,43.0
99891.0,26.2,43.0
99873.0,26.2,43.0
99886.0,26.2,43.0
99999.0,26.2,43.0
100050.0,26.2,43.0
100121.0,26.2,43.0
100125.0,26.2,43.0
100131.0,26.2,43.0
100232.0,26.2,43.0
100270.0,26.2,43.0
100378.0,26.2,43.0
100397.0,26.2,43.0
100416.0,26.2,43.0
100413.0,26.2,43.0
100399.0,39.92,44.0
100376.0,39.92,44.0
100410.0,39.92,44.0
100309.0,39.92,44.0
100172.0,39.92,44.0
100170.0,39.92,44.0
100218.0,39.92,44.0
100270.0,39.92,44.0
100297.0,39.92,44.0
100182.0,39.92,44.0
100194.0,39.92,44.0
100181.0,39.92,44.0
100216.0,39.92,44.0
100204.0,39.92,44.0
100201.0,39.92,44.0
100222.0,39.92,44.0
100216.0,39.92,44.0
100204.0,39.92,44.0
100183.0,39.92,44.0
100191.0,39.92,44.0
100110.0,39.92,44.0
100064.0,39.92,44.0
99936.0,39.92,44.0
99922.0,39.92,44.0
99964.0,39.92,44.0
99999.0,39.92,44.0
100038.0,39.92,44.0
100041.0,39.92,44.0
100051.0,39.92,44.0
100082.0,39.92,44.0
100141.0,39.92,44.0
100156.0,39.92,44.0
100191.0,39.92,44.0
100219.0,39.92,44.0
100245.0,39.92,44.0
100227.0,39.92,44.0
100223.0,39.92,44.0
100266.0,39.92,44.0
100265.0,39.92,44.0
100269.0,39.92,44.0
100164.0,39.92,44.0
100045.0,39.92,44.0
100010.0,32.54,44.0
100052.0,32.54,44.0
100039.0,32.54,44.0
100040.0,32.54,44.0
100002.0,32.54,44.0
100007.0,32.54,44.0
100027.0,32.54,44.0
100009.0,32.54,44.0
100045.0,32.54,44.0
100048.0,32.54,44.0
100021.0,32.54,44.0
100029.0,32.54,44.0
100031.0,32.54,44.0
100050.0,32.54,44.0
100120.0,32.54,44.0
100139.0,32.54,44.0
100118.0,32.54,44.0
